"# Per-item generation lengths re-tokenized from the committed mmlu_dual dumps (think-off MMLU, 228 items = 4/subject x 57). gen_toks: model-own-tokenizer count of the dumped text (post-strip = full generation for think-off). ordering_ok: 1 iff this record's arms share an identical 228-long gold sequence, the precondition for pairing rows across arms by idx. correct_*: pred==gold under the relaxed / strict extractor. Producer: analysis/residency/mmlu_dual_lengths.py"
record,model_family,arm,idx,gold,correct_relaxed,correct_strict,gen_toks,ordering_ok
scr_d10_dual,gemma4,R8,70,D,1,1,379,1
scr_d10_dual,gemma4,R8,71,D,1,0,364,1
scr_d10_dual,gemma4,R8,72,D,1,0,717,1
scr_d10_dual,gemma4,R8,73,C,1,0,430,1
scr_d10_dual,gemma4,R8,74,B,1,1,245,1
scr_d10_dual,gemma4,R8,75,D,1,0,246,1
scr_d10_dual,gemma4,R8,76,C,1,1,437,1
scr_d10_dual,gemma4,R8,77,B,1,1,388,1
scr_d10_dual,gemma4,R8,78,D,1,0,259,1
scr_d10_dual,gemma4,R8,79,D,1,0,275,1
scr_d10_dual,gemma4,R8,80,A,1,1,334,1
scr_d10_dual,gemma4,R8,81,D,1,0,311,1
scr_d10_dual,gemma4,R8,82,A,1,1,256,1
scr_d10_dual,gemma4,R8,83,B,1,0,327,1
scr_d10_dual,gemma4,R8,84,B,1,1,385,1
scr_d10_dual,gemma4,R8,85,D,1,0,229,1
scr_d10_dual,gemma4,R8,86,D,1,0,250,1
scr_d10_dual,gemma4,R8,87,D,1,0,475,1
scr_d10_dual,gemma4,R8,88,C,1,1,398,1
scr_d10_dual,gemma4,R8,89,B,1,1,245,1
scr_d10_dual,gemma4,R8,90,C,1,1,123,1
scr_d10_dual,gemma4,R8,91,A,1,1,80,1
scr_d10_dual,gemma4,R8,92,A,1,1,180,1
scr_d10_dual,gemma4,R8,93,B,1,1,290,1
scr_d10_dual,gemma4,R8,94,A,1,1,172,1
scr_d10_dual,gemma4,R8,95,A,1,0,372,1
scr_d10_dual,gemma4,R8,96,B,1,0,348,1
scr_d10_dual,gemma4,R8,97,D,1,1,234,1
scr_d10_dual,gemma4,R8,98,C,1,0,190,1
scr_d10_dual,gemma4,R8,99,D,1,1,530,1
scr_d10_dual,gemma4,R8,100,B,1,0,231,1
scr_d10_dual,gemma4,R8,101,A,0,0,237,1
scr_d10_dual,gemma4,R8,102,C,0,0,375,1
scr_d10_dual,gemma4,R8,103,B,1,0,392,1
scr_d10_dual,gemma4,R8,104,B,1,0,347,1
scr_d10_dual,gemma4,R8,105,A,1,0,350,1
scr_d10_dual,gemma4,R8,106,A,1,1,286,1
scr_d10_dual,gemma4,R8,107,C,1,1,201,1
scr_d10_dual,gemma4,R8,108,C,1,1,166,1
scr_d10_dual,gemma4,R8,109,B,1,1,324,1
scr_d10_dual,gemma4,R8,110,D,1,1,91,1
scr_d10_dual,gemma4,R8,111,C,1,1,362,1
scr_d10_dual,gemma4,R8,112,C,1,1,309,1
scr_d10_dual,gemma4,R8,113,B,1,0,537,1
scr_d10_dual,gemma4,R8,114,A,1,0,586,1
scr_d10_dual,gemma4,R8,115,A,1,0,342,1
scr_d10_dual,gemma4,R8,116,A,1,1,533,1
scr_d10_dual,gemma4,R8,117,B,1,0,574,1
scr_d10_dual,gemma4,R8,118,B,1,0,405,1
scr_d10_dual,gemma4,R8,119,D,0,0,618,1
scr_d10_dual,gemma4,R8,120,C,1,1,354,1
scr_d10_dual,gemma4,R8,121,C,1,0,364,1
scr_d10_dual,gemma4,R8,122,B,1,0,310,1
scr_d10_dual,gemma4,R8,123,C,1,0,679,1
scr_d10_dual,gemma4,R8,124,A,0,0,305,1
scr_d10_dual,gemma4,R8,125,D,1,0,285,1
scr_d10_dual,gemma4,R8,126,B,0,0,337,1
scr_d10_dual,gemma4,R8,127,B,1,1,240,1
scr_d10_dual,gemma4,R8,128,A,1,0,406,1
scr_d10_dual,gemma4,R8,129,C,1,0,490,1
scr_d10_dual,gemma4,R8,130,A,1,0,432,1
scr_d10_dual,gemma4,R8,131,D,1,1,505,1
scr_d10_dual,gemma4,R8,132,B,1,1,131,1
scr_d10_dual,gemma4,R8,133,D,1,1,268,1
scr_d10_dual,gemma4,R8,134,C,1,1,203,1
scr_d10_dual,gemma4,R8,135,A,0,0,237,1
scr_d10_dual,gemma4,R8,136,D,1,0,381,1
scr_d10_dual,gemma4,R8,137,B,1,0,280,1
scr_d10_dual,gemma4,R8,138,B,1,1,265,1
scr_d10_dual,gemma4,R8,139,A,1,0,208,1
scr_d10_dual,gemma4,R8,140,B,1,1,424,1
scr_d10_dual,gemma4,R8,141,D,1,1,425,1
scr_d10_dual,gemma4,R8,142,D,1,0,310,1
scr_d10_dual,gemma4,R8,143,C,1,1,229,1
scr_d10_dual,gemma4,R8,144,A,1,0,404,1
scr_d10_dual,gemma4,R8,145,C,1,0,581,1
scr_d10_dual,gemma4,R8,146,B,1,0,151,1
scr_d10_dual,gemma4,R8,147,D,1,1,283,1
scr_d10_dual,gemma4,R8,148,A,1,0,402,1
scr_d10_dual,gemma4,R8,149,B,1,1,267,1
scr_d10_dual,gemma4,R8,150,D,1,0,364,1
scr_d10_dual,gemma4,R8,151,A,1,1,280,1
scr_d10_dual,gemma4,R8,152,B,1,1,233,1
scr_d10_dual,gemma4,R8,153,D,1,1,298,1
scr_d10_dual,gemma4,R8,154,A,1,0,404,1
scr_d10_dual,gemma4,R8,155,A,1,0,326,1
scr_d10_dual,gemma4,R8,156,D,1,1,249,1
scr_d10_dual,gemma4,R8,157,C,1,0,320,1
scr_d10_dual,gemma4,R8,158,B,1,0,379,1
scr_d10_dual,gemma4,R8,159,B,0,0,297,1
scr_d10_dual,gemma4,R8,160,B,1,0,199,1
scr_d10_dual,gemma4,R8,161,B,1,0,389,1
scr_d10_dual,gemma4,R8,162,B,1,0,207,1
scr_d10_dual,gemma4,R8,163,B,1,1,105,1
scr_d10_dual,gemma4,R8,164,C,1,0,448,1
scr_d10_dual,gemma4,R8,165,B,0,0,296,1
scr_d10_dual,gemma4,R8,166,A,1,1,329,1
scr_d10_dual,gemma4,R8,167,D,1,0,327,1
scr_d10_dual,gemma4,R8,168,C,1,1,347,1
scr_d10_dual,gemma4,R8,169,A,1,0,289,1
scr_d10_dual,gemma4,R8,170,B,1,1,312,1
scr_d10_dual,gemma4,R8,171,D,1,0,263,1
scr_d10_dual,gemma4,R8,172,A,1,1,225,1
scr_d10_dual,gemma4,R8,173,A,1,1,300,1
scr_d10_dual,gemma4,R8,174,D,1,1,255,1
scr_d10_dual,gemma4,R8,175,A,1,1,144,1
scr_d10_dual,gemma4,R8,176,D,1,0,465,1
scr_d10_dual,gemma4,R8,177,A,1,0,322,1
scr_d10_dual,gemma4,R8,178,C,1,1,525,1
scr_d10_dual,gemma4,R8,179,A,1,0,935,1
scr_d10_dual,gemma4,R8,180,C,1,1,473,1
scr_d10_dual,gemma4,R8,181,A,0,0,477,1
scr_d10_dual,gemma4,R8,182,D,1,0,535,1
scr_d10_dual,gemma4,R8,183,B,1,0,879,1
scr_d10_dual,gemma4,R8,184,D,1,0,407,1
scr_d10_dual,gemma4,R8,185,A,1,0,258,1
scr_d10_dual,gemma4,R8,186,D,1,0,470,1
scr_d10_dual,gemma4,R8,187,B,1,0,1571,1
scr_d10_dual,gemma4,R8,188,A,1,0,389,1
scr_d10_dual,gemma4,R8,189,B,1,0,341,1
scr_d10_dual,gemma4,R8,190,D,1,0,492,1
scr_d10_dual,gemma4,R8,191,C,1,0,439,1
scr_d10_dual,gemma4,R8,192,B,1,1,362,1
scr_d10_dual,gemma4,R8,193,A,1,0,437,1
scr_d10_dual,gemma4,R8,194,C,1,0,425,1
scr_d10_dual,gemma4,R8,195,A,1,0,303,1
scr_d10_dual,gemma4,R8,196,D,0,0,500,1
scr_d10_dual,gemma4,R8,197,A,1,0,332,1
scr_d10_dual,gemma4,R8,198,C,1,0,363,1
scr_d10_dual,gemma4,R8,199,C,1,0,793,1
scr_d10_dual,gemma4,R8,200,A,1,1,369,1
scr_d10_dual,gemma4,R8,201,C,1,1,319,1
scr_d10_dual,gemma4,R8,202,C,1,0,341,1
scr_d10_dual,gemma4,R8,203,D,1,0,257,1
scr_d10_dual,gemma4,R8,204,A,1,1,401,1
scr_d10_dual,gemma4,R8,205,C,1,1,272,1
scr_d10_dual,gemma4,R8,206,A,1,0,384,1
scr_d10_dual,gemma4,R8,207,C,1,0,286,1
scr_d10_dual,gemma4,R8,208,D,1,1,106,1
scr_d10_dual,gemma4,R8,209,A,0,0,224,1
scr_d10_dual,gemma4,R8,210,D,1,1,151,1
scr_d10_dual,gemma4,R8,211,B,0,0,249,1
scr_d10_dual,gemma4,R8,212,C,1,0,323,1
scr_d10_dual,gemma4,R8,213,D,1,0,237,1
scr_d10_dual,gemma4,R8,214,D,1,1,99,1
scr_d10_dual,gemma4,R8,215,D,1,1,178,1
scr_d10_dual,gemma4,R8,216,D,0,0,444,1
scr_d10_dual,gemma4,R8,217,A,1,0,307,1
scr_d10_dual,gemma4,R8,218,A,1,0,525,1
scr_d10_dual,gemma4,R8,219,A,1,1,251,1
scr_d10_dual,gemma4,R8,220,C,1,0,469,1
scr_d10_dual,gemma4,R8,221,B,0,0,792,1
scr_d10_dual,gemma4,R8,222,D,1,0,727,1
scr_d10_dual,gemma4,R8,223,C,1,0,1126,1
scr_d10_dual,gemma4,R8,224,D,1,1,114,1
scr_d10_dual,gemma4,R8,225,B,0,0,422,1
scr_d10_dual,gemma4,R8,226,D,1,0,393,1
scr_d10_dual,gemma4,R8,227,A,1,0,223,1
scr_d10_dual,gemma4,free,0,B,1,1,754,1
scr_d10_dual,gemma4,free,1,C,1,1,670,1
scr_d10_dual,gemma4,free,2,D,1,0,820,1
scr_d10_dual,gemma4,free,3,B,1,1,441,1
scr_d10_dual,gemma4,free,4,A,1,1,590,1
scr_d10_dual,gemma4,free,5,B,1,1,464,1
scr_d10_dual,gemma4,free,6,A,1,1,240,1
scr_d10_dual,gemma4,free,7,C,1,1,719,1
scr_d10_dual,gemma4,free,8,A,1,0,348,1
scr_d10_dual,gemma4,free,9,D,1,0,215,1
scr_d10_dual,gemma4,free,10,C,1,1,264,1
scr_d10_dual,gemma4,free,11,C,1,1,352,1
scr_d10_dual,gemma4,free,12,C,1,1,480,1
scr_d10_dual,gemma4,free,13,C,1,0,305,1
scr_d10_dual,gemma4,free,14,A,1,1,308,1
scr_d10_dual,gemma4,free,15,B,1,0,410,1
scr_d10_dual,gemma4,free,16,D,1,0,243,1
scr_d10_dual,gemma4,free,17,C,1,0,406,1
scr_d10_dual,gemma4,free,18,D,1,1,298,1
scr_d10_dual,gemma4,free,19,B,1,1,1203,1
scr_d10_dual,gemma4,free,20,A,1,0,367,1
scr_d10_dual,gemma4,free,21,C,1,0,640,1
scr_d10_dual,gemma4,free,22,B,1,0,1142,1
scr_d10_dual,gemma4,free,23,A,1,0,541,1
scr_d10_dual,gemma4,free,24,B,1,1,402,1
scr_d10_dual,gemma4,free,25,D,1,1,411,1
scr_d10_dual,gemma4,free,26,D,1,0,940,1
scr_d10_dual,gemma4,free,27,A,1,0,540,1
scr_d10_dual,gemma4,free,28,B,1,0,413,1
scr_d10_dual,gemma4,free,29,C,0,0,651,1
scr_d10_dual,gemma4,free,30,C,1,0,341,1
scr_d10_dual,gemma4,free,31,A,1,0,286,1
scr_d10_dual,gemma4,free,32,C,1,0,358,1
scr_d10_dual,gemma4,free,33,A,1,0,367,1
scr_d10_dual,gemma4,free,34,C,1,0,503,1
scr_d10_dual,gemma4,free,35,A,1,0,190,1
scr_d10_dual,gemma4,free,36,A,1,1,227,1
scr_d10_dual,gemma4,free,37,B,1,0,146,1
scr_d10_dual,gemma4,free,38,B,1,0,326,1
scr_d10_dual,gemma4,free,39,B,1,0,300,1
scr_d10_dual,gemma4,free,40,D,1,0,254,1
scr_d10_dual,gemma4,free,41,D,1,0,301,1
scr_d10_dual,gemma4,free,42,A,1,1,297,1
scr_d10_dual,gemma4,free,43,A,1,0,1064,1
scr_d10_dual,gemma4,free,44,C,1,1,290,1
scr_d10_dual,gemma4,free,45,C,1,1,307,1
scr_d10_dual,gemma4,free,46,D,1,1,225,1
scr_d10_dual,gemma4,free,47,B,1,1,376,1
scr_d10_dual,gemma4,free,48,A,1,0,348,1
scr_d10_dual,gemma4,free,49,A,1,1,345,1
scr_d10_dual,gemma4,free,50,C,1,1,333,1
scr_d10_dual,gemma4,free,51,A,1,1,217,1
scr_d10_dual,gemma4,free,52,A,1,1,358,1
scr_d10_dual,gemma4,free,53,A,1,0,718,1
scr_d10_dual,gemma4,free,54,C,1,1,341,1
scr_d10_dual,gemma4,free,55,A,1,1,615,1
scr_d10_dual,gemma4,free,56,C,1,0,250,1
scr_d10_dual,gemma4,free,57,A,1,0,271,1
scr_d10_dual,gemma4,free,58,A,1,1,377,1
scr_d10_dual,gemma4,free,59,C,1,1,376,1
scr_d10_dual,gemma4,free,60,D,1,1,308,1
scr_d10_dual,gemma4,free,61,C,1,1,246,1
scr_d10_dual,gemma4,free,62,A,1,0,716,1
scr_d10_dual,gemma4,free,63,B,1,0,455,1
scr_d10_dual,gemma4,free,64,B,1,1,192,1
scr_d10_dual,gemma4,free,65,A,1,1,299,1
scr_d10_dual,gemma4,free,66,D,1,1,339,1
scr_d10_dual,gemma4,free,67,C,1,1,268,1
scr_d10_dual,gemma4,free,68,B,1,1,764,1
scr_d10_dual,gemma4,free,69,C,1,0,559,1
scr_d10_dual,gemma4,free,70,D,1,0,407,1
scr_d10_dual,gemma4,free,71,D,1,0,450,1
scr_d10_dual,gemma4,free,72,D,0,0,502,1
scr_d10_dual,gemma4,free,73,C,1,0,245,1
scr_d10_dual,gemma4,free,74,B,1,0,237,1
scr_d10_dual,gemma4,free,75,D,1,1,281,1
scr_d10_dual,gemma4,free,76,C,1,0,523,1
scr_d10_dual,gemma4,free,77,B,1,0,300,1
scr_d10_dual,gemma4,free,78,D,1,0,235,1
scr_d10_dual,gemma4,free,79,D,1,0,267,1
scr_d10_dual,gemma4,free,80,A,1,0,315,1
scr_d10_dual,gemma4,free,81,D,1,1,247,1
scr_d10_dual,gemma4,free,82,A,1,0,259,1
scr_d10_dual,gemma4,free,83,B,1,1,249,1
scr_d10_dual,gemma4,free,84,B,1,0,424,1
scr_d10_dual,gemma4,free,85,D,1,0,281,1
scr_d10_dual,gemma4,free,86,D,1,0,246,1
scr_d10_dual,gemma4,free,87,D,1,0,359,1
scr_d10_dual,gemma4,free,88,C,0,0,306,1
scr_d10_dual,gemma4,free,89,B,1,1,220,1
scr_d10_dual,gemma4,free,90,C,1,0,131,1
scr_d10_dual,gemma4,free,91,A,1,1,138,1
scr_d10_dual,gemma4,free,92,A,1,1,177,1
scr_d10_dual,gemma4,free,93,B,1,1,240,1
scr_d10_dual,gemma4,free,94,A,1,1,290,1
scr_d10_dual,gemma4,free,95,A,1,1,247,1
scr_d10_dual,gemma4,free,96,B,1,1,290,1
scr_d10_dual,gemma4,free,97,D,1,1,270,1
scr_d10_dual,gemma4,free,98,C,1,1,166,1
scr_d10_dual,gemma4,free,99,D,1,1,181,1
scr_d10_dual,gemma4,free,100,B,1,0,265,1
scr_d10_dual,gemma4,free,101,A,0,0,297,1
scr_d10_dual,gemma4,free,102,C,1,1,302,1
scr_d10_dual,gemma4,free,103,B,0,0,381,1
scr_d10_dual,gemma4,free,104,B,1,0,293,1
scr_d10_dual,gemma4,free,105,A,1,1,340,1
scr_d10_dual,gemma4,free,106,A,1,1,369,1
scr_d10_dual,gemma4,free,107,C,1,0,121,1
scr_d10_dual,gemma4,free,108,C,1,1,168,1
scr_d10_dual,gemma4,free,109,B,1,1,350,1
scr_d10_dual,gemma4,free,110,D,1,1,113,1
scr_d10_dual,gemma4,free,111,C,1,1,333,1
scr_d10_dual,gemma4,free,112,C,1,1,180,1
scr_d10_dual,gemma4,free,113,B,1,0,378,1
scr_d10_dual,gemma4,free,114,A,1,0,710,1
scr_d10_dual,gemma4,free,115,A,1,1,272,1
scr_d10_dual,gemma4,free,116,A,1,1,261,1
scr_d10_dual,gemma4,free,117,B,1,1,184,1
scr_d10_dual,gemma4,free,118,B,1,0,333,1
scr_d10_dual,gemma4,free,119,D,1,0,477,1
scr_d10_dual,gemma4,free,120,C,1,1,481,1
scr_d10_dual,gemma4,free,121,C,1,0,364,1
scr_d10_dual,gemma4,free,122,B,1,0,309,1
scr_d10_dual,gemma4,free,123,C,1,0,347,1
scr_d10_dual,gemma4,free,124,A,0,0,281,1
scr_d10_dual,gemma4,free,125,D,1,0,250,1
scr_d10_dual,gemma4,free,126,B,0,0,272,1
scr_d10_dual,gemma4,free,127,B,1,0,215,1
scr_d10_dual,gemma4,free,128,A,1,0,559,1
scr_d10_dual,gemma4,free,129,C,1,0,501,1
scr_d10_dual,gemma4,free,130,A,1,0,445,1
scr_d10_dual,gemma4,free,131,D,1,1,473,1
scr_d10_dual,gemma4,free,132,B,1,1,346,1
scr_d10_dual,gemma4,free,133,D,1,0,337,1
scr_d10_dual,gemma4,free,134,C,1,1,208,1
scr_d10_dual,gemma4,free,135,A,0,0,232,1
scr_d10_dual,gemma4,free,136,D,1,1,346,1
scr_d10_dual,gemma4,free,137,B,1,0,279,1
scr_d10_dual,gemma4,free,138,B,1,1,114,1
scr_d10_dual,gemma4,free,139,A,1,1,295,1
scr_d10_dual,gemma4,free,140,B,1,1,334,1
scr_d10_dual,gemma4,free,141,D,1,0,321,1
scr_d10_dual,gemma4,free,142,D,1,1,297,1
scr_d10_dual,gemma4,free,143,C,1,1,274,1
scr_d10_dual,gemma4,free,144,A,1,1,478,1
scr_d10_dual,gemma4,free,145,C,1,1,502,1
scr_d10_dual,gemma4,free,146,B,1,1,202,1
scr_d10_dual,gemma4,free,147,D,1,1,350,1
scr_d10_dual,gemma4,free,148,A,1,1,272,1
scr_d10_dual,gemma4,free,149,B,1,1,240,1
scr_d10_dual,gemma4,free,150,D,1,0,298,1
scr_d10_dual,gemma4,free,151,A,1,0,276,1
scr_d10_dual,gemma4,free,152,B,1,1,249,1
scr_d10_dual,gemma4,free,153,D,1,0,229,1
scr_d10_dual,gemma4,free,154,A,1,0,547,1
scr_d10_dual,gemma4,free,155,A,1,1,317,1
scr_d10_dual,gemma4,free,156,D,1,0,257,1
scr_d10_dual,gemma4,free,157,C,1,0,289,1
scr_d10_dual,gemma4,free,158,B,1,0,438,1
scr_d10_dual,gemma4,free,159,B,1,0,325,1
scr_d10_dual,gemma4,free,160,B,1,0,234,1
scr_d10_dual,gemma4,free,161,B,1,1,348,1
scr_d10_dual,gemma4,free,162,B,1,0,211,1
scr_d10_dual,gemma4,free,163,B,1,0,178,1
scr_d10_dual,gemma4,free,164,C,1,0,301,1
scr_d10_dual,gemma4,free,165,B,1,0,362,1
scr_d10_dual,gemma4,free,166,A,1,0,321,1
scr_d10_dual,gemma4,free,167,D,1,0,300,1
scr_d10_dual,gemma4,free,168,C,1,0,285,1
scr_d10_dual,gemma4,free,169,A,1,0,313,1
scr_d10_dual,gemma4,free,170,B,1,1,356,1
scr_d10_dual,gemma4,free,171,D,1,0,223,1
scr_d10_dual,gemma4,free,172,A,1,1,269,1
scr_d10_dual,gemma4,free,173,A,1,0,335,1
scr_d10_dual,gemma4,free,174,D,1,0,289,1
scr_d10_dual,gemma4,free,175,A,1,1,177,1
scr_d10_dual,gemma4,free,176,D,0,0,688,1
scr_d10_dual,gemma4,free,177,A,1,0,330,1
scr_d10_dual,gemma4,free,178,C,1,1,429,1
scr_d10_dual,gemma4,free,179,A,1,0,999,1
scr_d10_dual,gemma4,free,180,C,1,0,374,1
scr_d10_dual,gemma4,free,181,A,1,0,524,1
scr_d10_dual,gemma4,free,182,D,1,0,485,1
scr_d10_dual,gemma4,free,183,B,0,0,451,1
scr_d10_dual,gemma4,free,184,D,1,0,423,1
scr_d10_dual,gemma4,free,185,A,1,0,227,1
scr_d10_dual,gemma4,free,186,D,1,0,540,1
scr_d10_dual,gemma4,free,187,B,1,0,559,1
scr_d10_dual,gemma4,free,188,A,1,0,424,1
scr_d10_dual,gemma4,free,189,B,1,0,250,1
scr_d10_dual,gemma4,free,190,D,1,0,427,1
scr_d10_dual,gemma4,free,191,C,1,0,376,1
scr_d10_dual,gemma4,free,192,B,1,0,342,1
scr_d10_dual,gemma4,free,193,A,1,0,539,1
scr_d10_dual,gemma4,free,194,C,1,0,342,1
scr_d10_dual,gemma4,free,195,A,1,0,291,1
scr_d10_dual,gemma4,free,196,D,0,0,437,1
scr_d10_dual,gemma4,free,197,A,1,0,305,1
scr_d10_dual,gemma4,free,198,C,1,0,451,1
scr_d10_dual,gemma4,free,199,C,1,0,374,1
scr_d10_dual,gemma4,free,200,A,1,0,337,1
scr_d10_dual,gemma4,free,201,C,1,0,334,1
scr_d10_dual,gemma4,free,202,C,1,0,295,1
scr_d10_dual,gemma4,free,203,D,1,0,249,1
scr_d10_dual,gemma4,free,204,A,1,0,291,1
scr_d10_dual,gemma4,free,205,C,1,1,377,1
scr_d10_dual,gemma4,free,206,A,1,0,487,1
scr_d10_dual,gemma4,free,207,C,1,0,232,1
scr_d10_dual,gemma4,free,208,D,1,1,148,1
scr_d10_dual,gemma4,free,209,A,0,0,213,1
scr_d10_dual,gemma4,free,210,D,1,0,143,1
scr_d10_dual,gemma4,free,211,B,0,0,235,1
scr_d10_dual,gemma4,free,212,C,1,0,283,1
scr_d10_dual,gemma4,free,213,D,1,1,118,1
scr_d10_dual,gemma4,free,214,D,1,1,97,1
scr_d10_dual,gemma4,free,215,D,1,1,172,1
scr_d10_dual,gemma4,free,216,D,0,0,260,1
scr_d10_dual,gemma4,free,217,A,1,1,245,1
scr_d10_dual,gemma4,free,218,A,1,0,405,1
scr_d10_dual,gemma4,free,219,A,1,0,256,1
scr_d10_dual,gemma4,free,220,C,1,0,540,1
scr_d10_dual,gemma4,free,221,B,0,0,791,1
scr_d10_dual,gemma4,free,222,D,0,0,596,1
scr_d10_dual,gemma4,free,223,C,1,0,496,1
scr_d10_dual,gemma4,free,224,D,1,0,160,1
scr_d10_dual,gemma4,free,225,B,0,0,273,1
scr_d10_dual,gemma4,free,226,D,1,1,213,1
scr_d10_dual,gemma4,free,227,A,1,0,112,1
scr_d11_dual,gemma4,R8,0,B,1,1,550,1
scr_d11_dual,gemma4,R8,1,C,1,1,624,1
scr_d11_dual,gemma4,R8,2,D,1,0,663,1
scr_d11_dual,gemma4,R8,3,B,1,0,816,1
scr_d11_dual,gemma4,R8,4,A,1,1,489,1
scr_d11_dual,gemma4,R8,5,B,1,1,387,1
scr_d11_dual,gemma4,R8,6,A,1,0,251,1
scr_d11_dual,gemma4,R8,7,C,1,1,796,1
scr_d11_dual,gemma4,R8,8,A,1,1,350,1
scr_d11_dual,gemma4,R8,9,D,1,1,286,1
scr_d11_dual,gemma4,R8,10,C,1,1,249,1
scr_d11_dual,gemma4,R8,11,C,1,0,328,1
scr_d11_dual,gemma4,R8,12,C,1,1,424,1
scr_d11_dual,gemma4,R8,13,C,1,1,311,1
scr_d11_dual,gemma4,R8,14,A,1,1,243,1
scr_d11_dual,gemma4,R8,15,B,1,0,373,1
scr_d11_dual,gemma4,R8,16,D,1,1,255,1
scr_d11_dual,gemma4,R8,17,C,1,0,398,1
scr_d11_dual,gemma4,R8,18,D,1,0,374,1
scr_d11_dual,gemma4,R8,19,B,1,0,1283,1
scr_d11_dual,gemma4,R8,20,A,1,0,384,1
scr_d11_dual,gemma4,R8,21,C,1,1,648,1
scr_d11_dual,gemma4,R8,22,B,1,1,851,1
scr_d11_dual,gemma4,R8,23,A,1,0,457,1
scr_d11_dual,gemma4,R8,24,B,1,1,419,1
scr_d11_dual,gemma4,R8,25,D,1,1,707,1
scr_d11_dual,gemma4,R8,26,D,1,1,808,1
scr_d11_dual,gemma4,R8,27,A,1,1,376,1
scr_d11_dual,gemma4,R8,28,B,1,0,353,1
scr_d11_dual,gemma4,R8,29,C,1,0,758,1
scr_d11_dual,gemma4,R8,30,C,1,1,399,1
scr_d11_dual,gemma4,R8,31,A,1,1,343,1
scr_d11_dual,gemma4,R8,32,C,1,0,342,1
scr_d11_dual,gemma4,R8,33,A,1,0,323,1
scr_d11_dual,gemma4,R8,34,C,1,0,455,1
scr_d11_dual,gemma4,R8,35,A,1,0,242,1
scr_d11_dual,gemma4,R8,36,A,1,0,229,1
scr_d11_dual,gemma4,R8,37,B,1,1,140,1
scr_d11_dual,gemma4,R8,38,B,1,0,384,1
scr_d11_dual,gemma4,R8,39,B,1,0,472,1
scr_d11_dual,gemma4,R8,40,D,1,1,250,1
scr_d11_dual,gemma4,R8,41,D,1,0,257,1
scr_d11_dual,gemma4,R8,42,A,1,0,250,1
scr_d11_dual,gemma4,R8,43,A,1,1,1023,1
scr_d11_dual,gemma4,R8,44,C,1,1,263,1
scr_d11_dual,gemma4,R8,45,C,1,1,244,1
scr_d11_dual,gemma4,R8,46,D,1,0,222,1
scr_d11_dual,gemma4,R8,47,B,1,0,413,1
scr_d11_dual,gemma4,R8,48,A,1,0,244,1
scr_d11_dual,gemma4,R8,49,A,1,0,458,1
scr_d11_dual,gemma4,R8,50,C,1,1,209,1
scr_d11_dual,gemma4,R8,51,A,1,0,281,1
scr_d11_dual,gemma4,R8,52,A,1,1,298,1
scr_d11_dual,gemma4,R8,53,A,0,0,980,1
scr_d11_dual,gemma4,R8,54,C,1,0,379,1
scr_d11_dual,gemma4,R8,55,A,1,0,474,1
scr_d11_dual,gemma4,R8,56,C,1,1,191,1
scr_d11_dual,gemma4,R8,57,A,1,0,221,1
scr_d11_dual,gemma4,R8,58,A,1,0,388,1
scr_d11_dual,gemma4,R8,59,C,1,1,347,1
scr_d11_dual,gemma4,R8,60,D,1,1,266,1
scr_d11_dual,gemma4,R8,61,C,1,1,196,1
scr_d11_dual,gemma4,R8,62,A,1,0,795,1
scr_d11_dual,gemma4,R8,63,B,1,0,321,1
scr_d11_dual,gemma4,R8,64,B,1,1,217,1
scr_d11_dual,gemma4,R8,65,A,1,1,346,1
scr_d11_dual,gemma4,R8,66,D,1,0,453,1
scr_d11_dual,gemma4,R8,67,C,1,0,495,1
scr_d11_dual,gemma4,R8,68,B,1,1,800,1
scr_d11_dual,gemma4,R8,69,C,1,0,901,1
scr_d11_dual,gemma4,R8,70,D,0,0,1260,1
scr_d11_dual,gemma4,R8,71,D,1,1,341,1
scr_d11_dual,gemma4,R8,72,D,0,0,883,1
scr_d11_dual,gemma4,R8,73,C,1,0,309,1
scr_d11_dual,gemma4,R8,74,B,1,0,236,1
scr_d11_dual,gemma4,R8,75,D,1,0,256,1
scr_d11_dual,gemma4,R8,76,C,1,0,523,1
scr_d11_dual,gemma4,R8,77,B,1,0,477,1
scr_d11_dual,gemma4,R8,78,D,1,1,239,1
scr_d11_dual,gemma4,R8,79,D,1,0,321,1
scr_d11_dual,gemma4,R8,80,A,1,1,306,1
scr_d11_dual,gemma4,R8,81,D,1,0,211,1
scr_d11_dual,gemma4,R8,82,A,1,1,250,1
scr_d11_dual,gemma4,R8,83,B,1,1,407,1
scr_d11_dual,gemma4,R8,84,B,1,1,424,1
scr_d11_dual,gemma4,R8,85,D,1,1,405,1
scr_d11_dual,gemma4,R8,86,D,1,1,296,1
scr_d11_dual,gemma4,R8,87,D,1,0,469,1
scr_d11_dual,gemma4,R8,88,C,1,1,131,1
scr_d11_dual,gemma4,R8,89,B,1,1,173,1
scr_d11_dual,gemma4,R8,90,C,1,1,88,1
scr_d11_dual,gemma4,R8,91,A,1,1,105,1
scr_d11_dual,gemma4,R8,92,A,1,0,181,1
scr_d11_dual,gemma4,R8,93,B,1,1,238,1
scr_d11_dual,gemma4,R8,94,A,1,1,251,1
scr_d11_dual,gemma4,R8,95,A,1,1,323,1
